spec_version,n_assets,n_select,instance,instance_digest,tickers,feasible_set_size,f_star,f_max_feasible,delta_F,f_bar_feasible,optimum_index,n_optimal_ties,a_crit,a_crit_binding_m,a_crit_is_zero,a_heur,a_heur_over_crit,a_margin,a_margin_target,eps_A,cardinality_minima,count_within_tau_main,count_within_tau_alt,P_F_uniform_all,P_tau_main_uniform_all,P_tau_main_uniform_F,P_opt_uniform_all,P_opt_uniform_F,reference_seconds,data_start,data_end
e1-v2,12,2,10,022940146005,2914.T 3382.T 4568.T 5401.T 5713.T 6902.T 6954.T 7011.T 8035.T 8411.T 9201.T 9432.T,66,-0.12206376710847477,0.7476309697949692,0.869694736903444,0.3118968971174952,2052,1,0.026319453790213332,1,False,12.999999999983347,493.93122302626534,0.2433007859031983,0.0949165650045102,1e-06,0 -0.14838322089868811 -0.12206376710847477 0.030480395036360908 0.33893932468924504 0.79006922815489355 1.3426065798075564 2.207436148677103 3.2598829033187613 4.6340814313037404 6.2862111135402801 8.3363269561681896 10.92065965265763,1,1,0.01611328125,0.000244140625,0.015151515151515152,0.000244140625,0.015151515151515152,0.0017729680985212326,2023-08-06,2026-08-05
e1-v2,12,2,11,977bde2c4a0b,4502.T 4543.T 4901.T 5108.T 6861.T 7011.T 7832.T 8031.T 8035.T 8766.T 8801.T 9022.T,66,0.004184023917303326,0.6263303252510368,0.6221463013337335,0.24831471352805554,2112,1,0.08424852899674645,1,False,12.999999999983347,154.30536479141833,0.20631487380212257,0.12624936872267944,1e-06,0 -0.080064505079443127 0.0041840239173033256 0.23898034347599106 0.61243340151198744 1.1296648273255787 1.8316948145268492 2.7437055940729316 3.8544523651564457 5.1428837429583778 6.8588874498384484 8.923517831672747 11.353346781787645,1,1,0.01611328125,0.000244140625,0.015151515151515152,0.000244140625,0.015151515151515152,0.0017701592296361923,2023-08-06,2026-08-05
e1-v2,12,2,12,bffa72213363,3382.T 3407.T 4063.T 4307.T 4901.T 6645.T 6762.T 6902.T 7011.T 7974.T 8306.T 9432.T,66,0.04564042623136777,0.8884566303040775,0.8428162040727097,0.4216053934706328,3,1,0.12559248829462666,1,False,12.999999999983347,103.50937525408945,0.3135759719142592,0.2336229098510003,1e-06,0 -0.079952062063258889 0.04564042623136777 0.2826151147387338 0.77333777469107501 1.3803649821368056 2.195369703334336 3.2594861302923501 4.5560218884247643 6.2313351150624872 8.1825376796987879 10.609059319110022 13.63224025631775,1,2,0.01611328125,0.000244140625,0.015151515151515152,0.000244140625,0.015151515151515152,0.001765427179634571,2023-08-06,2026-08-05
e1-v2,12,2,13,0c44177b31a6,3407.T 4523.T 5401.T 6857.T 6971.T 7011.T 7733.T 8035.T 8058.T 8306.T 9433.T 9984.T,66,-0.13828673262537544,0.6356883806344606,0.773975113259836,0.13295732549643338,6,1,0.0,1,True,12.99999999998611,,0.13425985034540147,-0.00266470356447103,1e-06,0 -0.13692355390987249 -0.13828673262537544 -0.068596125211458248 0.10455289677422186 0.41418607893036397 0.86257130897585133 1.4635290819692057 2.2018215659885776 3.06508874205635 4.2138825008129759 5.935252258725507 8.2184843326419426,2,2,0.01611328125,0.00048828125,0.030303030303030304,0.000244140625,0.015151515151515152,0.0017725210636854172,2023-08-06,2026-08-05
e1-v2,12,2,14,5f8f23f225fa,4502.T 4523.T 4568.T 4901.T 6098.T 6762.T 7011.T 7832.T 8058.T 8801.T 9432.T 9984.T,66,-0.16445441530381144,0.6196207769585277,0.7840751922623391,0.13364729139013523,2080,1,0.034830491771500216,1,False,12.999999999983347,373.2361887184291,0.18388234511847354,-0.015403561956838105,1e-06,0 -0.19928490707531166 -0.16445441530381144 -0.066545270287599489 0.13992495236050684 0.45643250610000696 0.868239045557335 1.4632763869659084 2.2160032532046263 3.0654996970239403 4.1835296204506349 5.5182542587491072 7.2889634973261019,1,2,0.01611328125,0.000244140625,0.015151515151515152,0.000244140625,0.015151515151515152,0.0018116896972060204,2023-08-06,2026-08-05
e1-v2,12,2,15,2d461e5d685e,3407.T 4523.T 5401.T 6098.T 6301.T 6762.T 6902.T 7267.T 8035.T 8306.T 8766.T 9201.T,66,-0.20237008957044178,0.6485284739768572,0.850898563547299,0.18305536373331477,2052,1,0.05003380256336604,1,False,12.999999999976737,259.82434542153175,0.2427475292152443,-0.009657362918563506,1e-06,0 -0.25240389213380782 -0.20237008957044178 0.055337132043244086 0.41526587092243394 0.92398446082355812 1.730705142866042 2.6968989147865123 3.9853610446274521 5.5537104623900131 7.4183639558461527 9.5395819257007108 12.188913477513514,1,1,0.01611328125,0.000244140625,0.015151515151515152,0.000244140625,0.015151515151515152,0.0018124785274267197,2023-08-06,2026-08-05
e1-v2,12,2,16,28e7b86d40f2,3382.T 3407.T 4519.T 4543.T 6367.T 6758.T 6861.T 7203.T 7751.T 7974.T 8031.T 8058.T,66,-0.0955719219331812,0.7872399740565464,0.8828118959897276,0.3902299611049459,1025,1,0.09460930502168824,1,False,12.999999999962393,137.40720320249972,0.33751124654075176,0.14732901958588235,1e-06,0 -0.19018122695486944 -0.095571921933181203 0.30858497589788825 0.91852990742838836 1.7213988060883114 2.8674224996327116 4.3131261488424437 6.0288703926135154 8.171141831458149 10.66478952886164 13.457592484720942 17.036787618622171,1,1,0.01611328125,0.000244140625,0.015151515151515152,0.000244140625,0.015151515151515152,0.0017824498936533928,2023-08-06,2026-08-05
e1-v2,12,2,17,e512d26be963,2914.T 4543.T 5401.T 5713.T 6301.T 6758.T 6861.T 6902.T 6954.T 7974.T 8058.T 9022.T,66,-0.4797605037489291,0.5388021040852556,1.0185626078341847,0.14751657386081257,2050,1,0.0,1,True,12.999999999965603,,0.22336038026329874,-0.16612196494405826,1e-06,0 -0.389481345207357 -0.47976050374892909 -0.24738823662639997 0.15997022773215264 0.69772925704050937 1.4536818987443219 2.4227067391532024 3.6529662382029002 5.1195616799513655 7.0970449896639174 9.3734079310568923 12.163952272103595,1,1,0.01611328125,0.000244140625,0.015151515151515152,0.000244140625,0.015151515151515152,0.002139190211892128,2023-08-06,2026-08-05
e1-v2,12,2,18,a32c879eaca9,3407.T 4568.T 5401.T 6098.T 6301.T 6645.T 7832.T 7974.T 9202.T 9432.T 9433.T 9984.T,66,-0.18078808674624983,0.5807218865491506,0.7615099732954004,0.10539972969906403,2050,1,0.0,3,True,12.999999999979208,,0.1269814771766112,-0.0376941785235929,1e-06,0 -0.12647135939306897 -0.18078808674624983 -0.16467465570020412 -0.029859826459635475 0.18026855428250854 0.47656200590187459 0.84942545528298252 1.37651635542658 2.0954403242072739 3.0828534786863533 4.22470910513821 5.6219951737617908,1,3,0.01611328125,0.000244140625,0.015151515151515152,0.000244140625,0.015151515151515152,0.0021388940513134003,2023-08-06,2026-08-05
e1-v2,12,2,19,3f7960d67696,4523.T 4543.T 6501.T 6857.T 6861.T 6971.T 7011.T 7974.T 8306.T 8411.T 8766.T 9433.T,66,-0.1395870063878547,0.3599908501829999,0.49957785657085463,0.09275280810067964,5,1,0.0,1,True,12.99999999998611,,0.11350745476628496,-0.023417099143587534,1e-06,0 -0.13692355390987249 -0.13958700638785471 -0.068596125211458248 0.16981614195219541 0.59992311800691822 1.1387241412160634 1.7796779897832171 2.57039497863382 3.5451504785304566 4.8508791303316601 6.3917268263510625 8.3058410967140368,3,3,0.01611328125,0.000732421875,0.045454545454545456,0.000244140625,0.015151515151515152,0.0021259235218167305,2023-08-06,2026-08-05
e1-v2,12,2,20,fc102628f3a2,2914.T 4063.T 4502.T 4523.T 4901.T 5401.T 6902.T 7832.T 7974.T 8411.T 9022.T 9984.T,66,-0.4138375335087476,0.4936714949638817,0.9075090284726293,0.06826326834260053,2052,1,0.0,7,True,12.999999999979208,,0.18119581183300792,-0.17278713258307352,1e-06,0 -0.27392411712352105 -0.41383753350874758 -0.35398194441608144 -0.16916519058890933 0.12514934850961756 0.48397409184796514 0.94977815161667967 1.5955709104331235 2.4015331566400508 3.3140991137875129 4.5346812282340725 5.9306962200374542,1,1,0.01611328125,0.000244140625,0.015151515151515152,0.000244140625,0.015151515151515152,0.00214560329914093,2023-08-06,2026-08-05
e1-v2,12,2,21,ed8a0c9eddfb,3407.T 4063.T 4568.T 4901.T 5108.T 5713.T 6098.T 6503.T 6758.T 7733.T 8316.T 8766.T,66,-0.17417826171477813,0.8625267791008686,1.0367050408156468,0.2813552397816329,2050,1,0.07259178484326814,1,False,12.999999999975014,179.08362534470152,0.3003595355914736,0.05358848903342739,1e-06,0 -0.24677004655804627 -0.17417826171477813 0.079357762874987303 0.56913977416148209 1.33408456107791 2.3701128552125166 3.7164745125250236 5.2647234082108518 7.0431280471708959 9.1324324172115432 11.723924757004122 14.756208859622699,1,2,0.01611328125,0.000244140625,0.015151515151515152,0.000244140625,0.015151515151515152,0.0021438663825392723,2023-08-06,2026-08-05
e1-v2,12,2,22,b740925c5cfd,4063.T 4543.T 4568.T 5713.T 6501.T 6645.T 6702.T 6762.T 7203.T 8035.T 9432.T 9984.T,66,-0.1212612107413985,0.5807218865491506,0.7019830972905491,0.18485979294592625,18,1,0.050075487690433296,1,False,12.999999999979208,259.60805574865725,0.20313698953409567,0.03179929110226387,1e-06,0 -0.1713366984318318 -0.12126121074139851 -0.014815345463757956 0.35034441012034701 0.82733654163531734 1.541596549281639 2.4451792877616714 3.4553273713573702 4.7225585056649244 6.2446488735224799 8.1792497633290182 10.809901324263688,1,3,0.01611328125,0.000244140625,0.015151515151515152,0.000244140625,0.015151515151515152,0.002078443765640259,2023-08-06,2026-08-05
e1-v2,12,2,23,26e4ddb881e2,4063.T 4502.T 4661.T 4901.T 6503.T 6645.T 6762.T 6861.T 6971.T 7832.T 8031.T 8801.T,66,-0.046368583742210034,0.8520091872725494,0.8983777710147594,0.36597517379706584,1032,1,0.05189754772417815,1,False,12.999999999976737,250.4935313912774,0.25807042649381606,0.1598032950274279,1e-06,0 -0.098266131466388185 -0.046368583742210034 0.24403942342666551 0.66396163659509178 1.3780956119694898 2.2858107601805662 3.4630773611525427 4.9023906207685011 6.702203840927341 8.8745497805315736 11.740742011340828 15.170759802146497,1,2,0.01611328125,0.000244140625,0.015151515151515152,0.000244140625,0.015151515151515152,0.0017709797248244286,2023-08-06,2026-08-05
e1-v2,12,2,24,be3c2eb02782,3382.T 4502.T 4568.T 4661.T 5108.T 5713.T 6301.T 6501.T 6762.T 8058.T 8316.T 9022.T,66,-0.13972203360221946,0.870369653866917,1.0100916874691364,0.27658650404339896,1026,1,0.0731127628197685,1,False,12.999999999976737,177.80753316658618,0.2812680316425777,0.06843223522058975,1e-06,0 -0.21283479642198797 -0.13972203360221946 0.065890842523812831 0.45724830945323169 0.99302270219644917 1.6770444452252873 2.5540543190089062 3.6496327375578814 5.1447985570772383 6.8906714408064316 9.0134081017464531 11.768198065849468,1,2,0.01611328125,0.000244140625,0.015151515151515152,0.000244140625,0.015151515151515152,0.001889638602733612,2023-08-06,2026-08-05
e1-v2,12,2,25,ca8dd4615ced,2914.T 4523.T 5713.T 6857.T 6954.T 7203.T 7267.T 7733.T 7751.T 7974.T 8035.T 9022.T,66,-0.08807063200576004,0.5799189331998658,0.6679895652056258,0.22846948659272753,2304,1,0.051330397140184336,1,False,12.99999999998611,253.26123942666666,0.20960145643942812,0.07019942729348375,1e-06,0 -0.13940102914594438 -0.088070632005760041 0.043953251149612904 0.26757823161425254 0.67707790252905808 1.1791167110731038 1.8371647722149604 2.6268048577099696 3.6582878302092898 4.9024319322932604 6.4357619466273137 8.3678809799775902,1,2,0.01611328125,0.000244140625,0.015151515151515152,0.000244140625,0.015151515151515152,0.0018750587478280067,2023-08-06,2026-08-05
e1-v2,12,2,26,bf21e44444e5,3382.T 4543.T 4901.T 6762.T 6857.T 7011.T 7267.T 7974.T 8031.T 8058.T 8306.T 9022.T,66,-0.07003040575083697,0.34225246503949314,0.4122828707903301,0.11459729350375214,66,1,0.06689314815903552,1,False,12.99999999998611,194.33978453337525,0.15920799778633007,0.022283443876457587,1e-06,0 -0.13692355390987249 -0.070030405750836966 0.11609508207168395 0.40678432935282116 0.77723837940677798 1.2770228292561909 1.9071015923046912 2.7087348135835714 3.6969933366714867 4.837245828251306 6.3267727892927779 8.1031652709122444,1,1,0.01611328125,0.000244140625,0.015151515151515152,0.000244140625,0.015151515151515152,0.001887449063360691,2023-08-06,2026-08-05
e1-v2,12,2,27,8297c822df45,4502.T 4901.T 6501.T 6762.T 6971.T 7011.T 7203.T 7267.T 8316.T 8766.T 8801.T 9432.T,66,0.030074941986479975,0.7302932012122778,0.7002182592257978,0.3311253431600443,2056,1,0.11060071733319571,1,False,12.999999999983347,117.53992481639652,0.26112691791997783,0.18060014257326215,1e-06,0 -0.080525775346715733 0.030074941986479975 0.19899424612214406 0.49747277839680926 1.1012957228777405 1.932249711774233 3.2304858466416464 4.8518603101230022 6.947349076047856 9.3739485888873517 12.249210710621345 15.550004606124494,1,3,0.01611328125,0.000244140625,0.015151515151515152,0.000244140625,0.015151515151515152,0.0018885312601923943,2023-08-06,2026-08-05
e1-v2,12,2,28,b996fad8d609,4901.T 5108.T 5401.T 6702.T 6857.T 6861.T 6954.T 7267.T 7974.T 8058.T 8306.T 9202.T,66,-0.05809040613378985,0.3543364298347335,0.41242683596852336,0.12818749081340347,1026,1,0.07777736515173972,1,False,12.99999999998611,167.14374387231769,0.17091731362533638,0.03504854233980681,1e-06,0 -0.13586777128552957 -0.058090406133789851 0.098526173521155669 0.33802896467066523 0.66606101915828519 1.0856064792002647 1.6606743281918974 2.3566540016990527 3.2425398274876218 4.3779488562806756 5.7417297865928631 7.4244791853194183,1,3,0.01611328125,0.000244140625,0.015151515151515152,0.000244140625,0.015151515151515152,0.0019127167761325836,2023-08-06,2026-08-05
e1-v2,12,2,29,0c3c14e3a912,2914.T 4543.T 6367.T 6645.T 6861.T 6954.T 7267.T 7751.T 8306.T 8801.T 9201.T 9433.T,66,-0.17216041749027672,1.2663580849147034,1.43851850240498,0.46755018715334745,2049,1,0.042537534124904686,1,False,12.999999999974966,305.61244950876886,0.36239383644671674,0.14769488483153537,1e-06,0 -0.2146979516151814 -0.17216041749027672 -0.026548769477086287 0.4493587187615431 1.1872857320075023 2.2220775172359497 3.4797059783467361 5.0696316980391396 7.05652583902764 9.5752054771515969 12.678317837651687 16.38801840227023,2,3,0.01611328125,0.00048828125,0.030303030303030304,0.000244140625,0.015151515151515152,0.0019098035991191864,2023-08-06,2026-08-05
e1-v2,16,3,0,514ae30a9bf6,4063.T 4502.T 6098.T 6501.T 6758.T 6861.T 6902.T 6954.T 7203.T 7267.T 8035.T 8306.T 8316.T 9432.T 9433.T 9984.T,560,-0.2671105968767471,1.0034000327491153,1.2705106296258624,0.26692440719290017,16394,1,0.04411181027848038,2,False,16.999999999972275,385.38431981481386,0.31113031231330396,-9.30948419234634e-05,1e-06,0 -0.26332831923296385 -0.31122240715522748 -0.2671105968767471 -0.15232144256321201 0.031143870511136207 0.35909882267397908 0.87997602276496067 1.613433759041639 2.511884612016424 3.551709819355851 4.8914424003963983 6.4194987749048442 8.1917826643185414 10.178167594526506 12.542721436853714 15.559235959826117,3,7,0.008544921875,4.57763671875e-05,0.005357142857142857,1.52587890625e-05,0.0017857142857142857,0.02769619505852461,2023-08-06,2026-08-05
e1-v2,16,3,1,f9598a6bfdd0,3407.T 4502.T 4519.T 4523.T 4901.T 6762.T 6861.T 6902.T 7011.T 7974.T 8058.T 8316.T 8766.T 9022.T 9201.T 9433.T,560,0.13112281842114482,1.4250420196381601,1.2939192012170153,0.7384455342038765,16401,1,0.16999090952598905,2,False,16.999999999977796,100.00534762347837,0.47365326741735486,0.43478417631251065,1e-06,0 -0.080525775346715733 -0.038868091104844238 0.13112281842114482 0.45461326828972826 0.90898320724793191 1.5176358741025795 2.2786731535679312 3.2246921261432049 4.3955747595991443 5.745275762583459 7.3158131299607962 9.051190927845866 11.3230224436542 14.139368232699127 17.364156134455907 21.080531992056109,1,3,0.008544921875,1.52587890625e-05,0.0017857142857142857,1.52587890625e-05,0.0017857142857142857,0.024518916383385658,2023-08-06,2026-08-05
e1-v2,16,3,2,75660748013c,4063.T 4519.T 4523.T 6501.T 6758.T 7267.T 7733.T 7751.T 7832.T 7974.T 8031.T 8058.T 8306.T 8801.T 9201.T 9984.T,560,-0.11763741225508972,0.7826330223707141,0.9002704346258038,0.30697733017511014,16408,1,0.12723591140579504,2,False,16.999999999972275,133.6100776278009,0.3395442826208949,0.09466995896001021,1e-06,0 -0.26332831923296385 -0.24487332366088477 -0.11763741225508972 0.10209065948421814 0.4019642007682398 0.80038451755284212 1.3706268748398829 2.0882992834076139 3.0052855796001476 3.9942058989794473 5.1472051293846555 6.4341173304557184 7.8496055041574513 9.4745285833666344 11.404531809670992 13.783953169828365,1,4,0.008544921875,1.52587890625e-05,0.0017857142857142857,1.52587890625e-05,0.0017857142857142857,0.027708904817700386,2023-08-06,2026-08-05
e1-v2,16,3,3,ba5bb77bd55e,2914.T 4543.T 5713.T 6301.T 6501.T 6758.T 6857.T 6861.T 6954.T 7751.T 8031.T 8035.T 9022.T 9432.T 9433.T 9984.T,560,-0.11549302526090832,1.645224368926976,1.7607173941878844,0.4259460788464872,33282,1,0.03003951242417713,2,False,16.999999999981483,565.9213025807679,0.3007600644778749,0.15522652679278945,1e-06,0 -0.13940102914594438 -0.14553253768508545 -0.11549302526090832 -0.015423052427922412 0.19642019185283177 0.50739079935568787 0.99352857239010506 1.6129966300157554 2.353781492216144 3.2796318767273491 4.3836433219576119 5.8382100506779864 7.5227689118931451 9.4531629023551336 11.980999024203442 15.124030261753173,1,7,0.008544921875,1.52587890625e-05,0.0017857142857142857,1.52587890625e-05,0.0017857142857142857,0.026959612034261227,2023-08-06,2026-08-05
e1-v2,16,3,4,1bcf1e63b3af,4661.T 5108.T 6301.T 6702.T 6971.T 7011.T 7751.T 8031.T 8058.T 8411.T 8801.T 9022.T 9201.T 9432.T 9433.T 9984.T,560,-0.14375872193528128,0.5988528357113384,0.7426115576466197,0.22355433840928285,3074,1,0.06840812030252952,2,False,16.999999999977796,248.50850929387676,0.25206565047481155,0.03989780823700079,1e-06,0 -0.19928490707531166 -0.21216684223781079 -0.14375872193528128 0.001065800222061819 0.25059669038216548 0.58628871092936041 1.0002441790552588 1.5068832519682305 2.1113181879209568 2.8967197177081632 3.7432082828745026 4.8281130307966773 6.1145605921863995 7.5917273496048008 9.3799099689977155 11.580529247482444,1,3,0.008544921875,1.52587890625e-05,0.0017857142857142857,1.52587890625e-05,0.0017857142857142857,0.028188077732920647,2023-08-06,2026-08-05
e1-v2,16,3,5,9a047c6a7f24,3382.T 4519.T 4568.T 4661.T 4901.T 5108.T 5713.T 6301.T 6954.T 6971.T 7203.T 8306.T 8766.T 8801.T 9022.T 9433.T,560,-0.14030133226030816,1.4697162132696149,1.610017545529923,0.6518596813090225,81,1,0.11694063054908133,2,False,16.99999999996662,145.37291205071384,0.5130221373337467,0.25577917452435717,1e-06,0 -0.24967181677152844 -0.25724196280938949 -0.14030133226030816 0.20696571522045581 0.67257444013771117 1.2456608570744248 1.9722044036660973 2.995109529065942 4.1592107466913717 5.5906887563397865 7.3015313895183951 9.366497291816664 11.640923553864312 14.511213623089951 17.702486892370377 21.220720435235037,1,1,0.008544921875,1.52587890625e-05,0.0017857142857142857,1.52587890625e-05,0.0017857142857142857,0.02853949088603258,2023-08-06,2026-08-05
e1-v2,16,3,6,897f8dff07cb,4307.T 6098.T 6501.T 6971.T 7733.T 7751.T 7974.T 8031.T 8316.T 8411.T 8766.T 8801.T 9022.T 9201.T 9202.T 9432.T,560,0.20476123887912923,1.5037489482335913,1.2989877093544622,0.8027638850013179,4225,1,0.2166355116345684,2,False,16.999999999970072,78.47282226122982,0.5156378346956627,0.5037625619402235,1e-06,0 -0.14977491139594795 -0.011874272755439175 0.20476123887912923 0.57180204825955061 1.0943869476362775 1.8604749685052844 2.7560734974430754 3.856468768000024 5.2884270970093805 6.9495302489469344 8.9395440491498981 11.24071378974736 13.940805142743733 17.089351942074277 21.058347396733961 25.534720391946752,1,2,0.008544921875,1.52587890625e-05,0.0017857142857142857,1.52587890625e-05,0.0017857142857142857,0.027718975208699703,2023-08-06,2026-08-05
