n_assets,backend,p_layers,step,expectation
12,lightning_gpu,2,6,-1.4956121307156627
12,lightning_gpu,2,7,-1.3399560027620914
12,lightning_gpu,2,8,-1.273481834171247
12,lightning_gpu,2,9,-1.3609801716718959
12,lightning_gpu,2,10,-1.3725257596999108
12,lightning_gpu,2,11,-1.3761770960147195
12,lightning_gpu,2,12,-1.448799002816327
12,lightning_gpu,2,13,-1.4437881329409432
12,lightning_gpu,2,14,-1.4063599904635027
12,lightning_gpu,2,15,-1.4478119580753575
12,lightning_gpu,2,16,-1.4957886319012574
12,lightning_gpu,2,17,-1.477818156647155
12,lightning_gpu,2,18,-1.4403841862369606
12,lightning_gpu,2,19,-1.4409516117214807
12,lightning_gpu,2,20,-1.4583908651311328
12,lightning_gpu,2,21,-1.4638227870532774
12,lightning_gpu,2,22,-1.4717293246807035
12,lightning_gpu,2,23,-1.4919326723025192
12,lightning_gpu,2,24,-1.4996445759515118
12,lightning_gpu,2,25,-1.4831991309557782
12,lightning_gpu,2,26,-1.4730957792447996
12,lightning_gpu,2,27,-1.4823026455896298
12,lightning_gpu,2,28,-1.4872328250277975
12,lightning_gpu,2,29,-1.485201519962405
12,lightning_gpu,2,30,-1.491625456499329
12,lightning_gpu,2,31,-1.4989478460197472
12,lightning_gpu,2,32,-1.4971950088485075
12,lightning_gpu,2,33,-1.4987572328485605
12,lightning_gpu,2,34,-1.5071563634915444
12,lightning_gpu,2,35,-1.5080786619589606
12,lightning_gpu,2,36,-1.50288398341413
12,lightning_gpu,2,37,-1.5048670775081832
12,lightning_gpu,2,38,-1.510423772795108
12,lightning_gpu,2,39,-1.5115490445382138
12,lightning_gpu,2,40,-1.51330633828406
12,lightning_gpu,2,41,-1.5147073599049623
12,lightning_gpu,2,42,-1.5098095410003736
12,lightning_gpu,2,43,-1.5071284434175654
12,lightning_gpu,2,44,-1.5111565349214007
12,lightning_gpu,2,45,-1.5130615572960604
12,lightning_gpu,2,46,-1.5126504496319981
12,lightning_gpu,2,47,-1.5137590484264014
12,lightning_gpu,2,48,-1.5131802730605706
12,lightning_gpu,2,49,-1.5123869624160315
16,lightning_gpu,2,0,1.1592213715564004
16,lightning_gpu,2,1,-0.4429890890812208
16,lightning_gpu,2,2,-1.0113315435610415
16,lightning_gpu,2,3,-1.3650762470722078
16,lightning_gpu,2,4,-1.702532271202525
16,lightning_gpu,2,5,-1.597358298027185
16,lightning_gpu,2,6,-1.449038757339644
16,lightning_gpu,2,7,-1.6222564292137278
16,lightning_gpu,2,8,-1.9891288770556348
16,lightning_gpu,2,9,-2.4535977370755755
16,lightning_gpu,2,10,-2.892922074217368
16,lightning_gpu,2,11,-3.1579163135125077
16,lightning_gpu,2,12,-3.379350891197957
16,lightning_gpu,2,13,-3.6705420541387355
16,lightning_gpu,2,14,-3.9821089074860563
16,lightning_gpu,2,15,-4.227978257032851
16,lightning_gpu,2,16,-4.402190232447056
16,lightning_gpu,2,17,-4.5314271756100295
16,lightning_gpu,2,18,-4.585811374310975
16,lightning_gpu,2,19,-4.575987502765175
16,lightning_gpu,2,20,-4.565337450120469
16,lightning_gpu,2,21,-4.580971951071586
16,lightning_gpu,2,22,-4.60786486141859
16,lightning_gpu,2,23,-4.625659785037438
16,lightning_gpu,2,24,-4.627112350459045
16,lightning_gpu,2,25,-4.61601186321501
16,lightning_gpu,2,26,-4.599250994084049
16,lightning_gpu,2,27,-4.582362049538887
16,lightning_gpu,2,28,-4.568671711663826
16,lightning_gpu,2,29,-4.559760152385327
16,lightning_gpu,2,30,-4.556205179537652
16,lightning_gpu,2,31,-4.558344631206779
16,lightning_gpu,2,32,-4.566810227165824
16,lightning_gpu,2,33,-4.582650865606931
16,lightning_gpu,2,34,-4.607065257721026
16,lightning_gpu,2,35,-4.64090839900165
16,lightning_gpu,2,36,-4.684180153390969
16,lightning_gpu,2,37,-4.735704202469117
16,lightning_gpu,2,38,-4.7931387301022506
16,lightning_gpu,2,39,-4.853271367472908
16,lightning_gpu,2,40,-4.912361074721668
16,lightning_gpu,2,41,-4.96634692066899
16,lightning_gpu,2,42,-5.0110493147395925
16,lightning_gpu,2,43,-5.042690106501841
16,lightning_gpu,2,44,-5.058865979288585
16,lightning_gpu,2,45,-5.059640696786188
16,lightning_gpu,2,46,-5.048066969481751
16,lightning_gpu,2,47,-5.029587218153421
16,lightning_gpu,2,48,-5.010440594280549
16,lightning_gpu,2,49,-4.995870762562484
20,lightning_gpu,2,0,0.7829868535391363
20,lightning_gpu,2,1,0.8157966710484705
20,lightning_gpu,2,2,0.8089374190154869
20,lightning_gpu,2,3,0.015025639364359713
20,lightning_gpu,2,4,-0.1505167954921426
20,lightning_gpu,2,5,0.18942468462595216
20,lightning_gpu,2,6,-0.0786747104780442
20,lightning_gpu,2,7,-0.5525308403021091
20,lightning_gpu,2,8,-0.6360361190457453
20,lightning_gpu,2,9,-0.5411697728911928
20,lightning_gpu,2,10,-0.6559006036361172
20,lightning_gpu,2,11,-0.8624387856180588
20,lightning_gpu,2,12,-0.8108404226728414
20,lightning_gpu,2,13,-0.6849867376961608
20,lightning_gpu,2,14,-0.6826119504234816
20,lightning_gpu,2,15,-0.7144995530645663
20,lightning_gpu,2,16,-0.6779272196185746
20,lightning_gpu,2,17,-0.653964866057216
20,lightning_gpu,2,18,-0.7346668219795756
20,lightning_gpu,2,19,-0.8580033501958767
20,lightning_gpu,2,20,-0.9005744810712544
20,lightning_gpu,2,21,-0.8615160020452338
20,lightning_gpu,2,22,-0.840755852630888
20,lightning_gpu,2,23,-0.8499025548865196
20,lightning_gpu,2,24,-0.8406477139186721
20,lightning_gpu,2,25,-0.8277105312691434
20,lightning_gpu,2,26,-0.8389305275003194
20,lightning_gpu,2,27,-0.8503258292875187
20,lightning_gpu,2,28,-0.842378421517355
20,lightning_gpu,2,29,-0.8422346101512181
20,lightning_gpu,2,30,-0.8697893400355475
20,lightning_gpu,2,31,-0.9003425059617421
20,lightning_gpu,2,32,-0.9074716500067707
20,lightning_gpu,2,33,-0.8962963081284272
20,lightning_gpu,2,34,-0.885412118346392
20,lightning_gpu,2,35,-0.8851088418973503
20,lightning_gpu,2,36,-0.8920045006927525
20,lightning_gpu,2,37,-0.8987276195629628
20,lightning_gpu,2,38,-0.8971681834068317
20,lightning_gpu,2,39,-0.8911373489903968
20,lightning_gpu,2,40,-0.8969143870071259
20,lightning_gpu,2,41,-0.9120497040891042
20,lightning_gpu,2,42,-0.9158888836351508
20,lightning_gpu,2,43,-0.9065889000007181
20,lightning_gpu,2,44,-0.9015748029263506
20,lightning_gpu,2,45,-0.9049057415649954
20,lightning_gpu,2,46,-0.9084196259938097
20,lightning_gpu,2,47,-0.909922377668732
20,lightning_gpu,2,48,-0.9099361340009207
20,lightning_gpu,2,49,-0.9088755046669112
