spec_version,n_assets,n_select,instance,instance_digest,tickers,feasible_set_size,f_star,f_max_feasible,delta_F,f_bar_feasible,optimum_index,n_optimal_ties,a_crit,a_crit_binding_m,a_crit_is_zero,a_heur,a_heur_over_crit,a_margin,a_margin_target,eps_A,cardinality_minima,count_within_tau_main,count_within_tau_alt,P_F_uniform_all,P_tau_main_uniform_all,P_tau_main_uniform_F,P_opt_uniform_all,P_opt_uniform_F,reference_seconds,data_start,data_end
e1-v2,16,3,0,514ae30a9bf6,4063.T 4502.T 6098.T 6501.T 6758.T 6861.T 6902.T 6954.T 7203.T 7267.T 8035.T 8306.T 8316.T 9432.T 9433.T 9984.T,560,-0.2671105968767471,1.0034000327491153,1.2705106296258624,0.26692440719290017,16394,1,0.04411181027848038,2,False,16.999999999972275,385.38431981481386,0.31113031231330396,-9.30948419234634e-05,1e-06,0 -0.26332831923296385 -0.31122240715522748 -0.2671105968767471 -0.15232144256321201 0.031143870511136207 0.35909882267397908 0.87997602276496067 1.613433759041639 2.511884612016424 3.551709819355851 4.8914424003963983 6.4194987749048442 8.1917826643185414 10.178167594526506 12.542721436853714 15.559235959826117,3,7,0.008544921875,4.57763671875e-05,0.005357142857142857,1.52587890625e-05,0.0017857142857142857,0.02466133702546358,2023-08-06,2026-08-05
e1-v2,16,3,1,f9598a6bfdd0,3407.T 4502.T 4519.T 4523.T 4901.T 6762.T 6861.T 6902.T 7011.T 7974.T 8058.T 8316.T 8766.T 9022.T 9201.T 9433.T,560,0.13112281842114482,1.4250420196381601,1.2939192012170153,0.7384455342038765,16401,1,0.16999090952598905,2,False,16.999999999977796,100.00534762347837,0.47365326741735486,0.43478417631251065,1e-06,0 -0.080525775346715733 -0.038868091104844238 0.13112281842114482 0.45461326828972826 0.90898320724793191 1.5176358741025795 2.2786731535679312 3.2246921261432049 4.3955747595991443 5.745275762583459 7.3158131299607962 9.051190927845866 11.3230224436542 14.139368232699127 17.364156134455907 21.080531992056109,1,3,0.008544921875,1.52587890625e-05,0.0017857142857142857,1.52587890625e-05,0.0017857142857142857,0.023579438216984272,2023-08-06,2026-08-05
e1-v2,16,3,2,75660748013c,4063.T 4519.T 4523.T 6501.T 6758.T 7267.T 7733.T 7751.T 7832.T 7974.T 8031.T 8058.T 8306.T 8801.T 9201.T 9984.T,560,-0.11763741225508972,0.7826330223707141,0.9002704346258038,0.30697733017511014,16408,1,0.12723591140579504,2,False,16.999999999972275,133.6100776278009,0.3395442826208949,0.09466995896001021,1e-06,0 -0.26332831923296385 -0.24487332366088477 -0.11763741225508972 0.10209065948421814 0.4019642007682398 0.80038451755284212 1.3706268748398829 2.0882992834076139 3.0052855796001476 3.9942058989794473 5.1472051293846555 6.4341173304557184 7.8496055041574513 9.4745285833666344 11.404531809670992 13.783953169828365,1,4,0.008544921875,1.52587890625e-05,0.0017857142857142857,1.52587890625e-05,0.0017857142857142857,0.026114522479474545,2023-08-06,2026-08-05
e1-v2,16,3,3,ba5bb77bd55e,2914.T 4543.T 5713.T 6301.T 6501.T 6758.T 6857.T 6861.T 6954.T 7751.T 8031.T 8035.T 9022.T 9432.T 9433.T 9984.T,560,-0.11549302526090832,1.645224368926976,1.7607173941878844,0.4259460788464872,33282,1,0.03003951242417713,2,False,16.999999999981483,565.9213025807679,0.3007600644778749,0.15522652679278945,1e-06,0 -0.13940102914594438 -0.14553253768508545 -0.11549302526090832 -0.015423052427922412 0.19642019185283177 0.50739079935568787 0.99352857239010506 1.6129966300157554 2.353781492216144 3.2796318767273491 4.3836433219576119 5.8382100506779864 7.5227689118931451 9.4531629023551336 11.980999024203442 15.124030261753173,1,7,0.008544921875,1.52587890625e-05,0.0017857142857142857,1.52587890625e-05,0.0017857142857142857,0.026667213067412376,2023-08-06,2026-08-05
e1-v2,16,3,4,1bcf1e63b3af,4661.T 5108.T 6301.T 6702.T 6971.T 7011.T 7751.T 8031.T 8058.T 8411.T 8801.T 9022.T 9201.T 9432.T 9433.T 9984.T,560,-0.14375872193528128,0.5988528357113384,0.7426115576466197,0.22355433840928285,3074,1,0.06840812030252952,2,False,16.999999999977796,248.50850929387676,0.25206565047481155,0.03989780823700079,1e-06,0 -0.19928490707531166 -0.21216684223781079 -0.14375872193528128 0.001065800222061819 0.25059669038216548 0.58628871092936041 1.0002441790552588 1.5068832519682305 2.1113181879209568 2.8967197177081632 3.7432082828745026 4.8281130307966773 6.1145605921863995 7.5917273496048008 9.3799099689977155 11.580529247482444,1,3,0.008544921875,1.52587890625e-05,0.0017857142857142857,1.52587890625e-05,0.0017857142857142857,0.027536149136722088,2023-08-06,2026-08-05
e1-v2,16,3,5,9a047c6a7f24,3382.T 4519.T 4568.T 4661.T 4901.T 5108.T 5713.T 6301.T 6954.T 6971.T 7203.T 8306.T 8766.T 8801.T 9022.T 9433.T,560,-0.14030133226030816,1.4697162132696149,1.610017545529923,0.6518596813090225,81,1,0.11694063054908133,2,False,16.99999999996662,145.37291205071384,0.5130221373337467,0.25577917452435717,1e-06,0 -0.24967181677152844 -0.25724196280938949 -0.14030133226030816 0.20696571522045581 0.67257444013771117 1.2456608570744248 1.9722044036660973 2.995109529065942 4.1592107466913717 5.5906887563397865 7.3015313895183951 9.366497291816664 11.640923553864312 14.511213623089951 17.702486892370377 21.220720435235037,1,1,0.008544921875,1.52587890625e-05,0.0017857142857142857,1.52587890625e-05,0.0017857142857142857,0.026875419542193413,2023-08-06,2026-08-05
e1-v2,16,3,6,897f8dff07cb,4307.T 6098.T 6501.T 6971.T 7733.T 7751.T 7974.T 8031.T 8316.T 8411.T 8766.T 8801.T 9022.T 9201.T 9202.T 9432.T,560,0.20476123887912923,1.5037489482335913,1.2989877093544622,0.8027638850013179,4225,1,0.2166355116345684,2,False,16.999999999970072,78.47282226122982,0.5156378346956627,0.5037625619402235,1e-06,0 -0.14977491139594795 -0.011874272755439175 0.20476123887912923 0.57180204825955061 1.0943869476362775 1.8604749685052844 2.7560734974430754 3.856468768000024 5.2884270970093805 6.9495302489469344 8.9395440491498981 11.24071378974736 13.940805142743733 17.089351942074277 21.058347396733961 25.534720391946752,1,2,0.008544921875,1.52587890625e-05,0.0017857142857142857,1.52587890625e-05,0.0017857142857142857,0.02729643788188696,2023-08-06,2026-08-05
e1-v2,16,3,7,b5d5b5d06981,2914.T 4307.T 4543.T 5108.T 5401.T 6503.T 6645.T 6702.T 6971.T 7203.T 7267.T 8058.T 8306.T 8316.T 8411.T 9433.T,560,0.07416853169244564,2.221505501774014,2.147336970081568,1.0140350692701017,32773,1,0.17586960994123046,2,False,16.999999999970072,96.6625217719587,0.6458038787300585,0.5441018004812737,1e-06,0 -0.17113465685457188 -0.10170107824878483 0.074168531692445638 0.53686236367221118 1.2475311976239085 2.1588544998935326 3.2708485840635468 4.830329910304318 6.6181375011220691 8.7549146315809594 11.376771488407108 14.551816554385326 18.083466196282824 21.991122232527665 26.700950606537649 32.000636977698555,1,5,0.008544921875,1.52587890625e-05,0.0017857142857142857,1.52587890625e-05,0.0017857142857142857,0.0275630671530962,2023-08-06,2026-08-05
e1-v2,16,3,8,8e11fb6ca06e,4063.T 4519.T 4661.T 5108.T 6367.T 6762.T 6954.T 7832.T 8058.T 8306.T 8411.T 8801.T 9022.T 9202.T 9432.T 9433.T,560,0.06028931853905328,1.6573913020179258,1.5971019834788724,0.6301875947480428,67,1,0.21590443567038758,2,False,16.999999999970072,78.73853979509376,0.5008545737748823,0.345238456643548,1e-06,0 -0.17901060105599131 -0.1556151171313343 0.060289318539053283 0.35186076844004999 0.77405611216891601 1.3087626469580003 2.0212784598414055 2.9356817484506843 4.0282943734441092 5.3120723668818153 6.725475077903357 8.58638735621774 10.678948987013662 13.132048886982293 16.023753169230986 19.570956543567242,2,7,0.008544921875,3.0517578125e-05,0.0035714285714285713,1.52587890625e-05,0.0017857142857142857,0.02663695439696312,2023-08-06,2026-08-05
e1-v2,16,3,9,9bc3f8aa04b6,2914.T 3407.T 4307.T 4523.T 5713.T 6501.T 6503.T 6645.T 6758.T 6762.T 6857.T 6902.T 6971.T 7733.T 7832.T 8031.T,560,-0.06916526512389176,1.0234318180915105,1.0925970832154022,0.45552777395482325,49160,1,0.0855796614452069,2,False,16.999999999981483,198.6453289589826,0.3479271809845644,0.19318125441546574,1e-06,0 -0.13940102914594438 -0.15474492656909866 -0.069165265123891762 0.14391420790936993 0.48284231543302147 0.88671351371429319 1.5017371980031673 2.2260896635459657 3.1012924721421613 4.1249762519100717 5.313123916479408 6.6621589469537517 8.365936013343795 10.272256117928467 12.536247920162502 15.156833816655718,1,1,0.008544921875,1.52587890625e-05,0.0017857142857142857,1.52587890625e-05,0.0017857142857142857,0.027199934236705303,2023-08-06,2026-08-05
e1-v2,20,4,0,88802fd9d289,4063.T 4502.T 4519.T 4661.T 6098.T 6501.T 6758.T 6861.T 6902.T 6954.T 7203.T 7267.T 7974.T 8035.T 8306.T 8316.T 9022.T 9432.T 9433.T 9984.T,4845,-0.15232144256321223,1.7773254549800575,1.9296468975432697,0.5936306054758315,278546,1,0.11478915431353487,3,False,20.999999999965347,182.94411284367501,0.4877661783330567,0.22065458145630962,1e-06,0 -0.26332831923296385 -0.31122240715522748 -0.2671105968767471 -0.15232144256321223 0.031143870511136207 0.29921436935943957 0.66296533639607014 1.1707430767671099 1.7999454225539704 2.5085271071495239 3.4455593612444044 4.5596802732394313 5.8041219590754363 7.205805275253466 8.8990679990387633 10.754840381575431 12.889037439464133 15.266457313505132 17.930176936483161 21.264748138853999,4,24,0.004620552062988281,3.814697265625e-06,0.000825593395252838,9.5367431640625e-07,0.0002063983488132095,0.3425971055403352,2023-08-06,2026-08-05
e1-v2,20,4,1,9f06c1dc6e9a,2914.T 4063.T 4502.T 4519.T 4568.T 4661.T 4901.T 5713.T 6501.T 6758.T 6857.T 6861.T 7267.T 7733.T 7832.T 7974.T 8031.T 8801.T 9201.T 9433.T,4845,-0.05194130964678845,1.6053710012407632,1.6573123108875516,0.7254456336552039,655873,1,0.06355171561411999,3,False,20.99999999997685,330.4395451333976,0.4522461872651161,0.3367521620042077,1e-06,0 -0.13940102914594438 -0.14553253768508545 -0.11549302526090843 -0.051941309646788447 0.17809599201638782 0.49533928460942667 0.88778017751054294 1.4223681045241934 2.0464670989699849 2.8227930310103169 3.7059109086151545 4.7173506300945611 5.8596112693651605 7.1647598948840816 8.5976844395786198 10.135538221688451 11.879370382284366 13.768297041702082 16.065518876299414 18.621552412978637,1,2,0.004620552062988281,9.5367431640625e-07,0.0002063983488132095,9.5367431640625e-07,0.0002063983488132095,0.33881136402487755,2023-08-06,2026-08-05
e1-v2,20,4,2,5c7e45cb7b1e,2914.T 4523.T 4568.T 5108.T 6501.T 6902.T 6971.T 7011.T 7267.T 7733.T 7751.T 7974.T 8031.T 8058.T 8306.T 8316.T 8801.T 9202.T 9432.T 9984.T,4845,-0.06964184277929608,1.483999548389792,1.553641391169088,0.6706786456681165,532498,1,0.13224037954153933,3,False,20.999999999972246,158.8017220819888,0.5024016237652457,0.3005184014444102,1e-06,0 -0.19928490707531166 -0.27431403842105473 -0.20188222232083541 -0.069641842779296081 0.15677916270127712 0.47133951268746666 0.9333327239717184 1.5148037552640721 2.1887874686049167 3.0397169014677488 3.9846166437975263 5.110973873186941 6.3931982180639988 7.8210711300166711 9.5049590554027841 11.358086303668735 13.44667142643765 15.734184393406142 18.365642517864121 21.37358206960765,1,7,0.004620552062988281,9.5367431640625e-07,0.0002063983488132095,9.5367431640625e-07,0.0002063983488132095,0.3454527882859111,2023-08-06,2026-08-05
e1-v2,20,4,3,84d0445ead7c,3407.T 4063.T 4502.T 4519.T 4543.T 5108.T 5713.T 6301.T 6367.T 6857.T 6861.T 6954.T 7832.T 8031.T 8035.T 8306.T 8316.T 8801.T 9432.T 9984.T,4845,0.1266548818014097,2.644365560533211,2.5177106787318015,0.7860602428218031,655370,1,0.13180414304993487,3,False,20.99999999997685,159.32731334568794,0.46150782356013154,0.4563575623116064,1e-06,0 -0.13586777128552957 -0.097481113291625066 -0.005149261248525161 0.12665488180140971 0.35252568614725488 0.66027758233190026 1.0543169283024592 1.6142835322611826 2.2900869420673322 3.0607156066085399 3.9658140303172242 5.0240821049202031 6.3037374551330263 7.7574854988109383 9.3708227373071029 11.357127235407653 13.634686003353568 16.314165342566678 19.442410435510336 23.189521142001716,3,46,0.004620552062988281,2.86102294921875e-06,0.0006191950464396285,9.5367431640625e-07,0.0002063983488132095,0.3396869581192732,2023-08-06,2026-08-05
e1-v2,20,4,4,2a3da2453277,2914.T 4063.T 4307.T 4543.T 4568.T 4661.T 4901.T 6098.T 6503.T 6762.T 6857.T 6902.T 7733.T 7751.T 8031.T 8411.T 8801.T 9201.T 9432.T 9984.T,4845,0.11417004661385732,2.091971479764408,1.9778014331505505,0.7924028637761079,524310,1,0.19916549822251484,3,False,20.99999999997685,105.43994912469678,0.5382829068036402,0.4532864551949826,1e-06,0 -0.13940102914594438 -0.1838176059356933 -0.084995451608657513 0.11417004661385732 0.39378959696301463 0.7477339716940048 1.2387232796667029 1.783311488963625 2.4824046316739707 3.3076566005927228 4.2873892168515448 5.426376829890744 6.6764398873054684 8.0514367105145475 9.5798604165879624 11.23018959625556 13.110320135008948 15.18670485503957 17.900431226375733 21.157927146409296,2,23,0.004620552062988281,1.9073486328125e-06,0.000412796697626419,9.5367431640625e-07,0.0002063983488132095,0.3391702389344573,2023-08-06,2026-08-05
e1-v2,20,4,5,6888b64628f1,2914.T 3382.T 4063.T 4307.T 4502.T 4519.T 4523.T 4661.T 5108.T 5713.T 6645.T 6762.T 6902.T 7203.T 7832.T 7974.T 8035.T 8306.T 8411.T 8766.T,4845,0.054337513543296634,2.5822111032638424,2.5278735897205458,1.0766910996016916,559108,1,0.2761401780301649,3,False,20.99999999996259,76.04833222664396,0.7873179710593624,0.5655143065724941,1e-06,0 -0.23609372694090663 -0.33901988421379092 -0.22180266448686825 0.054337513543296634 0.44909165560039921 0.97580816262863834 1.6118766651732956 2.4329763643518572 3.3684819752159223 4.410825218957001 5.7566843988568106 7.2440638402480886 8.9338484517885792 10.926068025765067 13.227295641196987 15.82729121402043 18.753635635278776 22.075339854927073 25.734722385492219 29.850616291236193,2,13,0.004620552062988281,1.9073486328125e-06,0.000412796697626419,9.5367431640625e-07,0.0002063983488132095,0.34598928317427635,2023-08-06,2026-08-05
e1-v2,20,4,6,dceca5e3926d,2914.T 4063.T 4519.T 4523.T 4543.T 4661.T 5401.T 6098.T 6501.T 6503.T 6857.T 6954.T 7011.T 7751.T 8031.T 8035.T 8058.T 8316.T 8411.T 8801.T,4845,0.18065296862243785,1.9787848994292372,1.7981319308067993,0.7430872485475264,663556,1,0.2248979235277998,3,False,20.99999999997685,93.37569538467092,0.5061160634903441,0.4618701085849821,1e-06,0 -0.13940102914594438 -0.20001327734596941 -0.044244954905361955 0.18065296862243785 0.48995950434409252 0.91149760721472295 1.3998018996576527 2.0067148498064289 2.7628750046591453 3.5762793393863053 4.5439877858497209 5.6761314937889402 7.0661355325454016 8.6069661848336416 10.344503465107241 12.343590428114625 14.648919166546943 17.286751349354592 20.238782403902459 23.726062649364515,1,31,0.004620552062988281,9.5367431640625e-07,0.0002063983488132095,9.5367431640625e-07,0.0002063983488132095,0.3368736654520035,2023-08-06,2026-08-05
e1-v2,20,4,7,7e46eb92c5e6,3382.T 4063.T 4307.T 4502.T 4543.T 4568.T 4901.T 5401.T 6762.T 6954.T 7011.T 7203.T 7751.T 8306.T 8411.T 8766.T 9201.T 9202.T 9432.T 9433.T,4845,0.408170573729174,2.8201190465920423,2.411948472862868,1.3549887199555515,65603,1,0.2613258967671833,3,False,20.999999999972246,80.3594295848959,0.734735969880372,0.8815796468423627,1e-06,0 -0.079952062063258889 -0.027010159757835661 0.14684467696199066 0.40817057372917398 0.74984812324351224 1.3129249061739721 1.9536462774640397 2.7609186617166168 3.7023567742319403 4.8236747618591282 6.1853492336469529 7.7562574913413869 9.5841637980637238 11.710077049638413 14.084295909876413 16.936758978409351 20.208278995677095 24.066841786277056 28.349182024653551 33.011214994708773,2,16,0.004620552062988281,1.9073486328125e-06,0.000412796697626419,9.5367431640625e-07,0.0002063983488132095,0.33439187053591013,2023-08-06,2026-08-05
e1-v2,20,4,8,eeddddb9f28e,2914.T 3382.T 4063.T 4502.T 4543.T 4661.T 5401.T 5713.T 6645.T 6861.T 6902.T 6954.T 6971.T 7751.T 7832.T 7974.T 8035.T 8058.T 8801.T 9022.T,4845,0.015826303560136257,2.645901036342513,2.6300747327823766,1.0223023441706567,589956,1,0.25486519640173555,3,False,20.999999999960252,82.3964993904411,0.7581042167069958,0.5190643238653965,1e-06,0 -0.252972802280516 -0.31687993982812235 -0.23903889284159929 0.015826303560136257 0.38999540809340827 0.86532304950220706 1.442080749279675 2.1343230197693668 3.0016954375825344 4.0626005214342005 5.2649939463222521 6.6510620213938338 8.2288643975972384 10.041848549356295 12.146049777317641 14.614727989409449 17.326182094659121 20.442568522608411 23.90392530658659 27.813834352450215,3,10,0.004620552062988281,2.86102294921875e-06,0.0006191950464396285,9.5367431640625e-07,0.0002063983488132095,0.3372933426871896,2023-08-06,2026-08-05
e1-v2,20,4,9,86b8495c91a6,2914.T 3407.T 5108.T 5713.T 6301.T 6367.T 6503.T 6758.T 6762.T 6861.T 6971.T 7011.T 7203.T 7267.T 7733.T 7751.T 8031.T 8316.T 8411.T 9202.T,4845,0.5045578573310119,2.951796860271001,2.4472390029399893,1.6257626828501959,786437,1,0.3481466588683092,3,False,20.999999999972246,60.31940696554482,0.9087500716279011,1.0651602700906038,1e-06,0 -0.13154744835357907 -0.083054874496278019 0.15641119846270268 0.50455785733101188 1.0250375824854774 1.7091544191311612 2.6113869935376814 3.8047739754937262 5.2584748085955475 6.9362904829564265 8.8696489417512723 11.105036790587297 13.732701944680827 16.692809546506894 19.99332399792312 23.748905443772156 27.881850381048086 32.609971199218755 37.93983509873852 43.679658490433283,3,14,0.004620552062988281,2.86102294921875e-06,0.0006191950464396285,9.5367431640625e-07,0.0002063983488132095,0.34224321972578764,2023-08-06,2026-08-05
